code,date,close,sma20,sma50,sma200,high52,dist_high52_pct,ret5_pct,ret1_pct,v20_usd,pullback_uptrend,above_sma200,near_high52
AAA,2026-09-24,25.05,24.9603,24.8899,24.5673,25.1,-0.2,0.3,0.18,398333.0,1,1,1
AAAA,2026-09-25,30.895,30.6621,30.5371,28.9518,31.053,-0.51,1.14,0.43,131212.0,1,1,1
AAAC,2026-09-24,20.12,20.087,20.0238,,20.12,0.0,0.07,0.0,2713.0,0,0,1
AAAD,2026-09-24,48.37,49.0333,49.2221,,,,-1.1,-0.39,8810.0,0,0,0
AAAP,2026-09-24,25.48,25.4068,25.2947,,,,0.16,0.08,375395.0,0,0,0
AAAU,2026-09-24,42.15,43.0865,42.4422,44.7227,53.21,-20.79,-1.56,-0.19,73682776.0,0,0,0
AADR,2026-09-24,82.44,83.7372,83.3469,85.3269,96.1107,-14.22,-1.98,-0.45,135836.0,0,0,0
AAEQ,2026-09-24,55.12,54.7395,54.3514,,55.527,-0.73,1.01,-0.0,129847.0,0,0,1
AALG,2026-09-24,10.437,10.1673,12.1435,13.1426,20.744,-49.69,6.06,0.49,599177.0,0,0,0
AAOG,2026-09-24,2.13,2.3155,3.0298,,,,4.41,0.0,5959560.0,0,0,0
AAOX,2026-09-24,9.56,10.4015,13.5962,,95.29,-89.97,4.14,0.0,75649499.0,0,0,0
AAPB,2026-09-24,44.306,42.3884,41.0817,34.3965,46.28,-4.27,-0.61,-0.5,1427153.0,0,1,1
AAPD,2026-09-24,10.201,10.4425,10.6555,12.0983,14.0221,-27.25,0.49,0.26,116466394.0,0,0,0
AAPR,2026-09-24,29.765,29.7517,29.6893,29.1229,29.835,-0.23,0.12,0.03,196784.0,1,1,1
AAPU,2026-09-24,45.07,43.2269,41.9849,35.2681,47.5147,-5.15,-0.93,-0.71,69806704.0,0,1,0
AAPW,2026-09-24,41.452,40.2729,39.4275,34.8594,42.2574,-1.91,-0.36,-0.18,549873.0,1,1,1
AAPX,2026-09-24,40.8,39.1272,38.0183,32.2157,42.91,-4.92,-0.92,-0.46,3832260.0,0,1,1
AAPY,2026-09-24,27.901,27.1564,26.5439,23.7764,28.26,-1.27,-0.35,-0.26,192486.0,1,1,1
AAUA,2026-09-25,59.3467,58.6408,58.2397,,59.48,-0.22,1.45,0.52,84643.0,0,0,1
AAUS,2026-09-25,62.2504,61.5156,61.0923,57.6627,62.385,-0.22,1.39,0.54,130039.0,1,1,1
AAVM,2026-09-25,33.7747,34.1389,34.1253,32.9244,34.936,-3.32,-0.47,0.48,47232.0,1,1,1
AAXJ,2026-09-24,117.22,117.1475,114.6244,107.4473,124.21,-5.63,1.04,-0.54,53103576.0,1,1,0
ABCS,2026-09-25,34.0132,34.9858,35.4035,32.4445,36.548,-6.94,-1.13,0.67,79892.0,0,1,0
ABEQ,2026-09-24,38.014,38.6912,38.5847,37.6477,39.8185,-4.53,-1.47,-0.25,366089.0,1,1,1
ABFL,2026-09-24,80.69,81.1716,82.1951,77.5906,85.86,-6.02,0.11,-0.25,901293.0,1,1,0
ABI,2026-09-24,24.535,24.5867,24.6026,24.2642,24.6936,-0.64,-0.2,0.04,23638202.0,1,1,1
ABIG,2026-09-24,35.182,35.062,35.0949,32.9405,36.417,-3.39,0.61,0.03,204552.0,1,1,1
ABLD,2026-09-24,31.394,32.3929,31.9719,31.14,33.4499,-6.15,-2.6,-1.17,381975.0,0,1,0
ABLG,2026-09-24,30.74,31.2278,31.2681,31.4276,33.3143,-7.73,-0.87,-1.12,48018.0,0,0,0
ABLS,2026-09-25,20.5538,21.4584,22.313,20.703,23.775,-13.55,-2.26,-0.13,8434.0,0,0,0
ABND,2026-09-25,42.0138,42.5566,42.7951,42.8756,43.4366,-3.28,-0.91,0.18,786999.0,0,0,1
ABOT,2026-09-24,43.819,43.8317,42.7481,38.2883,44.733,-2.04,-0.4,-0.21,12950.0,1,1,1
ABUF,2026-09-25,27.8817,27.7151,27.5328,,27.91,-0.1,0.55,0.19,107030.0,0,0,1
ABXB,2026-09-24,18.875,19.069,19.1169,19.2169,19.559,-3.5,-0.89,-0.26,4767.0,0,0,1
ACEI,2026-09-25,23.955,23.7827,23.2536,22.871,24.061,-0.44,0.91,0.59,501601.0,1,1,1
ACEP,2026-09-24,20.02,20.4238,20.3668,18.7882,20.965,-4.51,-0.74,-0.56,139186.0,1,1,1
ACES,2026-09-24,28.07,29.6241,30.7146,33.9823,42.8174,-34.44,-4.63,-2.23,920956.0,0,0,0
ACGO,2026-09-24,39.1,38.2735,37.904,,,,2.46,0.31,21431.0,0,0,0
ACGR,2026-09-24,70.895,69.6106,69.1364,66.4816,72.0749,-1.64,2.44,-0.14,15556.0,1,1,1
ACHX,2026-09-25,30.0708,30.0005,31.5164,,,,12.96,-3.0,32324.0,0,0,0
ACII,2026-09-25,25.585,25.4336,25.3321,24.7096,25.64,-0.21,0.25,0.1,1407058.0,1,1,1
ACIO,2026-09-24,47.16,46.9042,46.7303,44.9908,47.61,-0.95,0.92,0.04,6024952.0,1,1,1
ACKY,2026-09-24,17.455,17.6228,17.5987,17.5476,18.4421,-5.35,0.78,0.09,420482.0,0,0,0
ACLC,2026-09-25,86.0662,85.5657,85.4485,81.1436,87.5698,-1.72,1.25,0.67,650948.0,1,1,1
ACLO,2026-09-24,50.527,50.42,50.2678,49.5225,50.527,0.0,0.16,0.09,1048236.0,0,1,1
ACLZ,2026-09-25,10.488,8.9599,11.4156,,,,25.6,12.05,5588.0,0,0,0
ACMM,2026-09-24,11.12,10.294,12.4956,,,,23.28,-10.97,33883.0,0,0,0
ACOM,2026-09-25,24.0596,24.129,23.0666,,,,-0.79,-0.99,18692.0,0,0,0
ACSG,2026-09-25,46.46,47.4015,48.5013,45.0155,50.849,-8.63,-0.35,0.26,196456.0,1,1,0
ACSI,2026-09-25,76.6731,77.1951,77.0114,71.0702,78.639,-2.5,-0.0,0.66,34352.0,1,1,1
ACSV,2026-09-24,47.34,48.681,49.5594,45.7298,51.1181,-7.39,-1.65,0.19,176007.0,0,1,0
ACTS,2026-09-24,25.62,25.8545,26.3704,,29.38,-12.8,0.75,-0.27,71351.0,0,0,0
ACVF,2026-09-24,54.704,54.9262,54.9319,51.8747,56.791,-3.67,0.63,-0.18,260844.0,1,1,1
ACVT,2026-09-25,28.3961,28.4879,28.4208,27.311,28.825,-1.49,-0.12,-0.11,24511.0,1,1,1
ACVU,2026-09-25,31.47,31.796,31.9317,29.6479,32.51,-3.2,-0.11,0.56,179408.0,1,1,1
ACWI,2026-09-24,160.08,160.2505,159.2054,150.2364,162.48,-1.48,0.32,-0.09,300707749.0,1,1,1
ACWV,2026-09-24,123.97,126.146,125.4562,121.282,128.22,-3.31,-1.33,-0.39,8931811.0,1,1,1
ACWX,2026-09-24,76.19,77.122,76.5526,72.6263,78.5,-2.94,-0.7,-0.47,513359005.0,1,1,1
ACYN,2026-09-25,20.83,20.7347,20.5533,,20.89,-0.29,0.14,-0.1,44923672.0,0,0,1
ACYQ,2026-09-25,21.15,20.8709,20.4067,,,,0.81,0.48,2424799.0,0,0,0
ACYS,2026-09-25,20.52,20.4827,20.3581,,,,-0.1,0.05,9638455.0,0,0,0
ADBG,2026-09-24,3.72,4.562,4.4823,5.3929,11.4,-67.37,-11.0,-1.2,13742086.0,0,0,0
ADBU,2026-09-24,20.81,25.5735,25.0834,,32.1019,-35.18,-11.15,-1.42,694674.0,0,0,0
ADDS,2026-09-25,25.6,24.782,24.8132,,,,3.77,-1.2,128996.0,0,0,0
ADIU,2026-09-24,11.09,10.3465,10.7642,,,,10.9,-0.98,34854.0,0,0,0
ADIV,2026-09-24,19.44,19.7213,19.5296,18.5457,20.104,-3.3,-0.49,-0.45,88961.0,1,1,1
ADME,2026-09-24,56.66,56.2806,56.104,53.6249,57.219,-0.98,1.05,0.12,430086.0,1,1,1
ADPV,2026-09-24,43.6,44.6085,45.0555,44.6964,48.8,-10.66,-2.24,0.35,273671.0,0,0,0
ADVE,2026-09-24,46.237,46.7981,46.2895,44.153,47.789,-3.25,-0.51,-0.67,137593.0,1,1,1
AEHG,2026-09-24,8.61,7.3755,9.5874,,,,14.95,0.0,10053789.0,0,0,0
AELV,2026-09-25,26.4154,26.7605,26.7022,25.1075,27.305,-3.26,-0.69,0.68,196576.0,1,1,1
AESR,2026-09-24,20.12,19.8912,19.907,18.7987,20.81,-3.32,2.24,0.05,790863.0,1,1,1
AETH,2026-09-24,37.968,38.1426,34.3081,34.4567,46.8277,-18.92,1.91,0.55,55898.0,1,1,0
AFDM,2026-09-25,90.0504,90.7746,90.5401,84.9803,92.5924,-2.75,0.27,0.96,727148.0,1,1,1
AFEM,2026-09-25,99.5023,98.3149,95.8358,88.46,100.1523,-0.65,1.83,0.88,285652.0,1,1,1
AFGR,2026-09-25,37.9962,37.214,37.0021,35.3314,38.079,-0.22,1.87,0.22,193755.0,1,1,1
AFIF,2026-09-24,9.32,9.3815,9.3828,9.3009,9.413,-0.99,-0.64,-0.32,1003452.0,0,1,1
AFIX,2026-09-24,23.675,24.077,24.1981,24.3801,24.8991,-4.92,-1.62,-0.57,316646.0,0,0,1
AFK,2026-09-24,28.53,29.14,28.0116,27.3919,30.56,-6.64,-1.65,-0.45,1602443.0,1,1,0
AFLG,2026-09-24,44.24,44.6238,44.488,41.8667,45.3196,-2.38,-0.86,-0.34,2892474.0,1,1,1
AFMC,2026-09-24,39.89,40.5346,40.8796,38.3126,42.005,-5.04,-1.07,-0.37,1008797.0,1,1,0
AFOS,2026-09-24,45.233,45.4339,45.2135,41.1118,47.412,-4.6,0.66,-0.13,909914.0,1,1,1
AFRU,2026-09-24,9.1,9.4152,10.2298,9.9731,20.54,-55.7,2.36,9.77,1028615.0,0,0,0
AFSC,2026-09-25,36.9993,37.2282,38.105,34.7939,40.059,-7.64,0.72,0.4,17772.0,1,1,0
AFSM,2026-09-25,39.75,39.893,40.2465,36.803,41.5289,-4.28,0.14,0.4,479845.0,1,1,1
AGEM,2026-09-25,49.5683,49.0635,48.0888,44.5038,50.5567,-1.96,1.9,1.07,460278.0,1,1,1
AGG,2026-09-24,94.95,96.3774,96.8282,97.4086,99.0452,-4.13,-1.43,-0.48,929802143.0,0,0,1
AGGA,2026-09-25,24.5009,24.6901,24.7504,24.7162,24.9149,-1.66,-0.55,0.09,308951.0,0,0,1
AGGH,2026-09-24,19.19,19.556,19.6791,19.8055,20.1479,-4.75,-1.59,-0.65,7464875.0,0,0,1
AGGM,2026-09-25,100.04,100.904,101.4337,102.1776,103.926,-3.74,-0.54,0.32,1936092.0,0,0,1
AGGS,2026-09-24,39.215,39.8526,40.016,40.1223,40.7559,-3.78,-1.51,-0.56,19915.0,0,0,1
AGGY,2026-09-24,41.66,42.2865,42.4751,42.7878,43.4988,-4.23,-1.5,-0.55,7762810.0,0,0,1
AGIQ,2026-09-24,26.999,25.9175,25.0028,22.9819,26.999,0.0,2.81,0.07,120215.0,0,1,1
AGIX,2026-09-24,48.21,45.9685,44.7734,40.3107,49.4,-2.41,4.62,0.27,5850422.0,0,1,1
AGMI,2026-09-24,72.385,76.2953,71.1943,70.7005,89.655,-19.26,-3.68,-1.43,138446.0,0,1,0
AGNG,2026-09-24,36.742,37.4333,37.5969,36.3595,39.207,-6.29,-0.72,-0.4,318321.0,1,1,0
AGOX,2026-09-25,33.6579,33.4034,33.6713,31.6015,35.48,-5.14,2.06,-0.02,1231909.0,1,1,0
AGQ,2026-09-24,75.09,79.6705,75.9516,123.8903,400.47,-81.25,-4.84,-2.04,243870706.0,0,0,0
AGQI,2026-09-24,18.301,18.5739,18.5356,17.6768,18.953,-3.44,-0.95,-0.16,84728.0,1,1,1
AGRW,2026-09-24,33.012,32.6259,32.3412,30.7005,33.64,-1.87,1.82,0.31,21356.0,1,1,1
AGZ,2026-09-25,107.02,107.5931,107.9396,107.9279,108.6835,-1.53,-0.3,0.15,1929111.0,0,0,1
AGZD,2026-09-24,22.66,22.5905,22.5342,22.2628,22.67,-0.04,0.13,0.04,1221454.0,0,1,1
AHD,2026-09-25,26.535,26.3072,25.565,,,,0.25,0.09,114931.0,0,0,0
AHLT,2026-09-25,31.17,30.1698,29.5357,28.7008,31.26,-0.29,2.43,-0.29,1307619.0,0,1,1
AHYB,2026-09-24,45.116,45.5812,45.6102,45.2649,45.9195,-1.75,-0.98,-0.29,154421.0,0,0,1
AIA,2026-09-24,143.11,140.848,137.2882,122.9698,150.17,-4.7,1.99,-0.45,48211503.0,1,1,1
AIBD,2026-09-24,42.894,46.9918,50.0453,66.1514,107.5013,-60.1,-7.18,-1.55,298334.0,0,0,0
AIBU,2026-09-24,72.099,66.4158,63.4458,54.5195,76.42,-5.65,7.26,1.51,288483.0,0,1,0
AIEQ,2026-09-24,49.548,50.0198,50.1832,47.5445,51.564,-3.91,-0.17,-0.21,429698.0,1,1,1
AIFD,2026-09-24,54.19,52.1129,51.4577,45.8482,57.295,-5.42,3.86,0.31,517933.0,0,1,0
AIMS,2026-09-25,27.4381,27.5554,28.0812,,29.51,-7.02,0.95,0.25,70537.0,0,0,0
AINP,2026-09-24,24.17,24.4733,24.5435,24.5058,24.7478,-2.33,-1.1,-0.41,90193.0,0,0,1
AINT,2026-09-25,34.6033,31.4702,30.5219,,34.6033,0.0,8.1,0.62,35613.0,0,0,1
AIOO,2026-09-25,26.48,26.4575,26.4258,26.0565,26.56,-0.3,0.19,0.0,401945.0,1,1,1
AIPI,2026-09-24,37.47,36.5596,35.1936,32.5078,37.498,-0.07,2.01,-0.03,7884203.0,0,1,1
AIPO,2026-09-24,28.63,28.4757,29.0871,28.0269,34.77,-17.66,1.52,-0.66,33065628.0,1,1,0
AIQ,2026-09-24,65.98,64.3125,62.5208,56.8959,70.14,-5.93,2.5,-0.02,60938580.0,1,1,0
AIQD,2026-09-24,39.21,46.236,55.9284,,,,-10.58,0.13,23179.0,0,0,0
AIQU,2026-09-24,21.5,18.8685,17.1592,,,,10.09,-0.69,168104.0,0,0,0
AIRR,2026-09-24,104.4,106.885,114.5738,116.9878,133.25,-21.65,-1.57,-0.87,87324924.0,0,0,0
AIS,2026-09-24,74.86,70.3615,68.93,57.9859,88.41,-15.33,5.82,-0.33,30705364.0,0,1,0
AIUP,2026-09-25,32.5526,30.4766,29.4285,,32.69,-0.42,4.54,-0.05,84273.0,0,0,1
AIVC,2026-09-24,115.644,111.6906,109.1565,90.9172,123.321,-6.23,3.73,-0.12,808081.0,0,1,0
AIVI,2026-09-24,58.59,59.6345,59.3822,55.219,60.83,-3.68,-1.66,0.21,158061.0,1,1,1
AIVL,2026-09-24,129.21,131.762,132.921,123.9912,136.29,-5.19,-1.02,-0.57,484866.0,0,1,0
AIX,2026-09-24,25.26,23.8815,23.4054,,,,5.38,0.12,14977.0,0,0,0
AIYY,2026-09-24,7.46,7.4055,7.1409,8.0131,14.297,-47.82,-0.92,-0.4,754198.0,0,0,0
AJAN,2026-09-25,28.615,28.5683,28.5352,28.1802,28.655,-0.14,0.23,0.07,46751.0,1,1,1
AJUL,2026-09-25,30.2984,30.2552,30.2397,29.66,30.474,-0.58,0.37,0.19,548901.0,1,1,1
AKAF,2026-09-24,31.28,32.4092,32.5064,31.4687,33.6631,-7.08,-2.4,-0.75,3400.0,0,0,0
AKRE,2026-09-24,54.67,57.8295,58.0284,57.3004,67.7,-19.25,-2.25,-0.22,20227735.0,0,0,0
ALAI,2026-09-24,46.86,45.3205,44.5615,40.0315,47.24,-0.8,3.99,0.34,2540523.0,0,1,1
ALBG,2026-09-24,4.513,5.8826,6.1492,,20.918,-78.43,-12.01,-8.9,139887.0,0,0,0
ALDB,2026-09-24,25.86,25.7585,25.6168,,,,0.54,-0.12,66699.0,0,0,0
ALIL,2026-09-25,30.5169,30.5675,31.2326,30.4586,33.322,-8.42,0.96,0.51,151275.0,1,1,0
ALLW,2026-09-24,29.14,29.7597,29.6813,29.2549,30.435,-4.25,-1.79,-0.41,19697280.0,0,0,1
ALRG,2026-09-25,31.5844,31.1868,31.0568,29.0981,31.793,-0.66,1.46,0.66,14514.0,1,1,1
ALTL,2026-09-25,44.1,45.3842,46.1157,45.5494,51.4071,-14.21,-1.66,0.22,270095.0,0,0,0
ALTY,2026-09-24,11.915,12.1398,12.2007,11.9068,12.3262,-3.34,-1.45,-0.5,164740.0,0,1,1
AMA,2026-09-24,21.93,20.2135,24.9188,,,,28.17,0.18,4563148.0,0,0,0
AMAA,2026-09-24,28.38,29.7395,30.5886,,,,-1.73,0.14,29690.0,0,0,0
AMAU,2026-09-24,13.31,12.279,15.103,,,,28.1,0.08,3350202.0,0,0,0
AMAX,2026-09-24,7.605,7.583,7.4964,7.4952,7.7975,-2.47,0.54,0.0,747703.0,1,1,1
AMDC,2026-09-24,30.25,21.265,20.2778,,,,31.58,5.22,69682.0,0,0,0
AMDD,2026-09-24,21.867,27.1621,28.5038,56.9218,139.5394,-84.33,-14.33,-2.34,12584567.0,0,0,0
AMDG,2026-09-24,142.478,100.3019,95.9244,64.4994,142.478,0.0,31.56,4.96,3066308.0,0,1,1
AMDL,2026-09-24,83.9,59.1153,56.5207,38.049,83.9,0.0,31.9,4.48,140366819.0,0,1,1
AMDW,2026-09-24,107.03,85.4992,82.1807,57.6817,107.03,0.0,18.62,2.91,7816893.0,0,1,1
AMDY,2026-09-24,52.36,44.5567,43.372,32.9183,52.36,0.0,13.0,1.91,13403314.0,0,1,1
AMEI,2026-09-25,25.9421,25.7686,26.0704,,,,1.57,0.67,50096.0,0,0,0
AMEM,2026-09-25,25.2629,24.8916,25.2291,,,,2.9,1.05,73805.0,0,0,0
AMGR,2026-09-25,25.7032,25.1942,25.2369,,,,2.12,0.88,63870.0,0,0,0
AMHI,2026-09-24,23.43,23.934,24.3171,,,,-1.6,-0.55,2512.0,0,0,0
AMID,2026-09-24,36.277,36.1605,36.3347,34.9999,37.712,-3.81,1.26,0.09,538519.0,1,1,1
AMJB,2026-09-24,36.1,37.375,36.8668,33.7938,38.54,-6.33,-2.24,-0.69,1091401.0,0,1,0
AMKL,2026-09-24,6.77,6.125,7.7942,,,,19.4,-2.45,1101030.0,0,0,0
AMLP,2026-09-24,53.4,55.1625,54.5466,50.6651,56.19,-4.97,-2.93,-0.34,58562774.0,0,1,1
AMOM,2026-09-24,61.225,58.9987,58.2588,54.6658,64.418,-4.96,3.47,-0.11,200028.0,0,1,1
AMPU,2026-09-24,2.09,2.1485,2.5656,,,,1.95,-1.42,539143.0,0,0,0
AMUN,2026-09-24,26.01,26.038,25.9888,25.7798,26.055,-0.17,-0.13,-0.1,38923.0,1,1,1
AMUU,2026-09-24,297.152,209.0738,199.6903,133.5196,297.152,0.0,31.63,4.95,11510927.0,0,1,1
AMYY,2026-09-24,13.731,13.3133,13.2097,12.1848,13.731,0.0,1.14,0.56,358141.0,0,1,1
AMZA,2026-09-24,48.71,50.1146,49.1626,44.2807,50.8855,-4.28,-2.89,-0.65,1807941.0,1,1,1
AMZD,2026-09-24,8.74,8.5623,8.5893,9.4163,11.4233,-23.49,0.76,0.0,94057107.0,0,0,0
AMZO,2026-09-24,14.67,14.1685,14.551,,27.56,-46.77,1.24,-0.2,424491.0,0,0,0
AMZP,2026-09-24,25.002,25.6284,26.0219,25.0831,29.2216,-14.44,-0.87,0.39,146776.0,0,0,0
AMZU,2026-09-24,34.14,35.8243,36.8354,34.932,45.4475,-24.88,-1.7,-0.03,72558247.0,0,0,0
AMZW,2026-09-24,34.558,35.4463,35.8172,33.7878,40.5155,-14.7,-0.89,0.13,574928.0,1,1,0
AMZY,2026-09-24,10.27,10.3787,10.3707,9.8854,11.1741,-8.09,-0.33,0.06,2996740.0,1,1,0
AMZZ,2026-09-24,32.018,33.5065,34.3964,32.3275,42.274,-24.26,-1.72,0.24,3597105.0,0,0,0
ANEL,2026-09-24,28.13,25.8948,24.7319,19.6438,30.466,-7.67,5.77,2.65,942903.0,0,1,0
ANEW,2026-09-24,54.66,54.1299,53.2824,50.3448,55.231,-1.03,1.23,0.08,8407.0,1,1,1
ANGL,2026-09-24,28.19,28.6166,28.6982,28.4252,28.9505,-2.63,-1.33,-0.42,23506891.0,0,0,1
ANV,2026-09-24,25.44,25.3097,25.0168,,25.46,-0.08,0.32,0.16,168767.0,0,0,1
AOA,2026-09-24,97.87,98.4645,98.1364,93.7771,99.89,-2.02,-0.18,-0.26,12959830.0,1,1,1
AOCT,2026-09-25,27.67,27.641,27.5669,27.0309,27.67,0.0,0.04,0.02,226872.0,1,1,1
AOHY,2026-09-24,10.826,10.9566,10.9561,10.8002,11.0359,-1.9,-1.09,-0.31,628502.0,0,1,1
AOK,2026-09-24,40.55,40.9679,41.0193,40.3858,41.454,-2.18,-0.81,-0.34,7893703.0,1,1,1
AOM,2026-09-24,49.02,49.4645,49.4808,48.4248,50.08,-2.12,-0.71,-0.37,14274349.0,1,1,1
AOR,2026-09-24,68.93,69.4485,69.3392,67.0397,70.4,-2.09,-0.35,-0.32,32866721.0,1,1,1
AOTG,2026-09-24,68.267,66.0007,64.0878,57.9885,69.297,-1.49,4.09,0.26,225245.0,0,1,1
APCB,2026-09-25,28.33,28.5998,28.7739,28.9509,29.4202,-3.71,-0.61,0.14,2064815.0,0,0,1
APDB,2026-09-24,26.24,26.2035,26.0446,,,,0.46,-3.6,8892.0,0,0,0
APHG,2026-09-24,15.13,14.3435,14.5218,,,,12.49,2.09,44428.0,0,0,0
APHU,2026-09-24,25.76,24.4245,24.6808,,31.02,-16.96,12.44,1.98,149214.0,0,0,0
APIE,2026-09-25,39.0,39.1391,39.1809,37.7177,40.05,-2.62,0.41,0.8,2484477.0,1,1,1
APLU,2026-09-25,23.54,23.854,23.9956,24.1986,24.6619,-4.55,-0.74,0.19,3460253.0,0,0,1
APLX,2026-09-24,8.54,8.2767,9.7163,20.1131,53.431,-84.02,4.53,-1.27,13406160.0,0,0,0
APLY,2026-09-24,11.88,11.6263,11.5201,10.7789,12.2319,-2.88,0.19,-0.18,705915.0,1,1,1
APLZ,2026-09-24,19.45,22.4328,23.5241,,152.6,-87.25,-7.82,0.26,2579607.0,0,0,0
APMU,2026-09-24,24.021,24.4561,24.5968,24.737,25.0761,-4.21,-1.55,-0.45,993222.0,0,0,1
APOC,2026-09-25,26.63,26.5597,26.4777,26.2551,26.63,0.0,0.21,0.15,304746.0,0,1,1
APPC,2026-09-25,10.2493,10.928,13.4784,,,,0.29,-1.35,55372.0,0,0,0
APPX,2026-09-24,12.56,13.2577,16.6852,42.8232,136.7379,-90.81,-6.69,-2.18,21354652.0,0,0,0
APRB,2026-09-24,27.521,27.4329,27.2676,26.353,27.54,-0.07,0.33,-0.01,71147.0,1,1,1
APRH,2026-09-24,25.28,25.259,25.1762,24.512,25.295,-0.06,0.28,-0.02,161040.0,1,1,1
APRJ,2026-09-24,24.99,24.9954,24.9227,24.4289,25.05,-0.24,-0.02,-0.04,150449.0,1,1,1
APRP,2026-09-24,33.36,33.2776,33.0573,31.4497,33.456,-0.29,0.25,-0.07,106171.0,1,1,1
APRT,2026-09-25,47.1343,46.8787,46.5834,44.2309,47.1343,0.0,0.52,0.23,74348.0,1,1,1
APRW,2026-09-25,37.8801,37.7606,37.5782,36.2897,37.887,-0.02,0.3,0.11,262788.0,1,1,1
APRZ,2026-09-25,40.7548,40.4866,40.3968,38.6845,41.17,-1.01,1.07,0.43,32613.0,1,1,1
APUE,2026-09-24,47.33,47.1751,46.9907,44.1471,48.11,-1.62,0.81,0.04,5664443.0,1,1,1
APXM,2026-09-24,32.125,32.0792,31.9753,31.5028,32.145,-0.06,0.17,-0.05,23266.0,1,1,1
AQEC,2026-09-25,25.8637,25.8713,25.7641,24.965,26.315,-1.71,0.39,0.64,603005.0,1,1,1
AQLG,2026-09-25,26.3089,26.3509,26.3328,,,,0.15,0.22,2515.0,0,0,0
AQLT,2026-09-24,32.013,31.7444,31.6824,30.0552,32.55,-1.65,1.49,0.16,721567.0,1,1,1
AQWA,2026-09-24,18.025,18.5112,18.9926,19.1775,20.7582,-13.17,-1.93,-1.31,69733.0,0,0,0
ARB,2026-09-24,29.961,29.8125,29.7332,29.4213,29.971,-0.03,0.59,0.1,182820.0,1,1,1
ARCM,2026-09-24,100.105,100.0986,99.9366,98.9816,100.145,-0.04,-0.01,-0.01,56052.0,1,1,1
ARCX,2026-09-24,13.03,12.7737,13.2309,22.4059,140.45,-90.72,10.33,-0.69,290254.0,0,0,0
ARGT,2026-09-24,89.57,94.4485,93.7048,92.4275,102.5691,-12.67,-4.55,-1.68,12993567.0,0,0,0
ARKB,2026-09-24,27.99,26.4275,23.8169,24.6078,41.7,-32.88,10.37,-0.14,50982745.0,0,1,0
ARKD,2026-09-24,21.823,21.0624,20.4056,,21.826,-0.01,3.25,1.33,2317.0,0,0,1
ARKE,2026-09-24,21.4,20.7045,20.0584,,,,3.03,1.09,8400.0,0,0,0
ARKF,2026-09-24,47.4,46.0417,43.8461,42.6499,58.7686,-19.34,6.16,0.92,5533080.0,1,1,0
ARKG,2026-09-24,53.53,48.5945,44.8432,34.6641,53.53,0.0,3.76,5.13,201178772.0,0,1,1
ARKI,2026-09-24,24.04,23.0995,22.2818,,24.04,0.0,3.49,1.48,6434.0,0,0,1
ARKK,2026-09-24,91.7,86.2495,81.3691,77.5229,92.53,-0.9,5.5,2.15,399079801.0,0,1,1
ARKQ,2026-09-24,124.88,122.3287,121.9322,124.3421,143.82,-13.17,1.93,0.13,11045651.0,1,1,0
ARKT,2026-09-24,20.25,19.7924,19.257,18.8379,21.1146,-4.09,1.96,0.83,4857.0,1,1,1
ARKW,2026-09-24,165.39,158.1355,150.9259,141.9083,179.4259,-7.82,5.34,0.9,9913898.0,0,1,0
ARKX,2026-09-24,32.77,32.2102,32.2941,32.3533,37.74,-13.17,1.46,0.31,12026442.0,1,1,0
ARLI,2026-09-24,26.07,26.5475,26.6022,,27.12,-3.87,-1.44,-0.34,42381.0,0,0,1
ARLU,2026-09-24,32.525,32.418,32.3325,31.1122,33.016,-1.49,0.75,0.05,108466.0,1,1,1
ARMA,2026-09-24,16.21,12.8895,13.1758,,,,28.55,-15.88,62306.0,0,0,0
ARMG,2026-09-24,23.86,18.8938,19.3539,17.578,62.49,-61.82,29.32,-15.66,23238343.0,0,1,0
ARMH,2026-09-24,13.13,11.1949,11.1043,8.8901,18.7069,-29.81,16.5,-7.54,185572.0,0,1,0
ARMW,2026-09-24,48.95,41.4092,41.2768,33.3584,78.1077,-37.33,18.42,-9.23,2831511.0,0,1,0
ARMY,2026-09-24,23.74,24.1163,25.2021,25.5627,28.739,-17.39,-0.82,-0.86,113962.0,0,0,0
ARP,2026-09-24,34.423,34.3333,33.7047,32.5472,34.663,-0.69,0.28,-0.13,375639.0,1,1,1
ARTY,2026-09-24,78.54,75.423,72.6596,61.6592,80.7026,-2.68,4.59,-0.17,32285595.0,0,1,1
ARVR,2026-09-24,58.427,57.4903,56.3129,51.9146,59.243,-1.38,1.79,-0.2,21230.0,1,1,1
ARWG,2026-09-24,25.728,25.8924,26.1126,,27.234,-5.53,-0.53,-0.44,76009.0,0,0,0
ASCE,2026-09-25,33.4098,34.1312,34.4246,31.2141,35.55,-6.02,-0.59,-0.42,3766396.0,1,1,0
ASCI,2026-09-25,36.8226,36.6262,36.5044,35.8215,38.125,-3.42,0.27,0.9,53210.0,1,1,1
ASD,2026-09-25,27.0249,27.348,27.4416,,,,-0.49,-0.02,3705.0,0,0,0
ASEA,2026-09-24,21.19,21.498,21.3674,19.7128,22.0,-3.68,-0.19,-0.33,535603.0,1,1,1
ASEC,2026-09-25,49.23,49.5252,49.6086,,,,-0.47,-0.12,8195.0,0,0,0
ASGM,2026-09-25,33.3075,33.0562,32.2466,30.1201,33.61,-0.9,1.9,-0.9,67713.0,1,1,1
